,name,dob,nat,score,events,environment,race,date,performance,place
1337,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,5000 Metres,07 AUG 2021,14:13.30,"Transtensvallen, Hallsberg (SWE)"
1338,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,5000 Metres,07 AUG 2022,14:51.78,"Norrköpings Friidrottsarena, Norrköping (SWE)"
1339,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,"10,000 Metres",22 OCT 2019,32:02.9h,"Friidrottsarena, Uppsala (SWE)"
1340,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,10 Kilometres,04 APR 2020,30:55,Stockholm (SWE)
1341,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,10 Kilometres,14 AUG 2021,30:06,Stockholm (SWE)
1342,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,2000 Metres Steeplechase,03 AUG 2018,5:58.59,Huddinge (SWE)
1343,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,2000 Metres Steeplechase,09 AUG 2019,5:53.16,Göteborg (SWE)
1344,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,2000 Metres Steeplechase,22 AUG 2020,5:58.65,"Campus Valla, Linköping (SWE)"
1345,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,2000 Metres Steeplechase,20 AUG 2021,5:46.93,"Campus Valla, Linköping (SWE)"
1346,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,25 AUG 2018,9:18.70,Eskilstuna (SWE)
1347,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,28 JUN 2019,9:02.47,Göteborg (SWE)
1348,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,15 AUG 2020,9:09.02,"Friidrottsarena, Uppsala (SWE)"
1349,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,28 AUG 2021,8:49.56,"Ryavallen, Borås (SWE)"
1350,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,21 JUN 2022,8:56.11,"Friidrottsarena, Uppsala (SWE)"
1351,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Outdoor,4x1500 Metres Relay,01 AUG 2021,15:59.58,"Källbrinks IP, Huddinge (SWE)"
1352,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,800 Metres,08 FEB 2020,1:56.67,"IFU Arena, Uppsala (SWE)"
1353,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,1500 Metres,25 FEB 2018,4:08.20,Uppsala (SWE)
1354,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,1500 Metres,04 FEB 2019,4:01.91,Stockholm (SWE)
1355,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,1500 Metres,26 JAN 2020,3:57.25,"Storängshallen, Huddinge (SWE)"
1356,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,1500 Metres,06 FEB 2021,3:50.28,"Sätra Friidrottshall, Sätra (SWE)"
1357,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,1500 Metres,27 FEB 2022,3:51.22,"Telekonsult Arena, Växjö (SWE)"
1358,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,3000 Metres,16 FEB 2019,8:37.77,Norrköping (SWE)
1359,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,3000 Metres,22 FEB 2020,8:25.53,"Telekonsult Arena, Växjö (SWE)"
1360,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,3000 Metres,13 FEB 2021,8:12.86,"Friidrottshall, Sollentuna (SWE)"
1361,Axel DJURBERG,20 SEP 1999,SWE,959,1500m [1500m ind.],Indoor,3000 Metres,25 FEB 2022,8:20.90,"Telekonsult Arena, Växjö (SWE)"
1362,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,800 Metres,07 JUL 2019,1:59.70,Bremen (GER)
1363,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,800 Metres,17 JUL 2020,1:55.40,"HLV-Leistungszentrum, Frankfurt (GER)"
1364,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,800 Metres,07 JUL 2021,1:51.54,"TSV Stadion, Pfungstadt (GER)"
1365,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,800 Metres,18 JUN 2022,1:49.36,"TSV Stadion, Pfungstadt (GER)"
1366,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,25 JUL 2020,4:03.70,"Sportanlage Altkönigblick, Königstein (GER)"
1367,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,15 MAY 2021,3:51.99,"Carl-Kaufmann-Stadion, Karlsruhe (GER)"
1368,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,21 MAY 2022,3:47.89,Karlsruhe (GER)
1369,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,01 MAY 2021,8:40.18,"Bezirkssportanlage Hahnstraße, Frankfurt (GER)"
1370,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Outdoor,10 Kilometres,20 DEC 2020,31:58,Rodenbach (GER)
1371,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Indoor,800 Metres,31 JAN 2021,1:55.11,"Sportzentrum Kalbach, Frankfurt (GER)"
1372,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Indoor,800 Metres,18 DEC 2021,1:52.73,"Sportzentrum Kalbach, Frankfurt (GER)"
1373,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Indoor,1500 Metres,14 FEB 2021,4:00.53,"Sportzentrum Kalbach, Frankfurt (GER)"
1374,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Indoor,1500 Metres,01 FEB 2022,3:50.46,"Hartwig-Gauder-Halle, Erfurt (GER)"
1375,Jan DILLEMUTH,09 MAR 2004,GER,959,1500m [1500m ind.],Indoor,2000 Metres,12 DEC 2020,5:32.20,"Sportzentrum Kalbach, Frankfurt (GER)"
1376,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,13 JUL 2014,4:16.63,Hamm (GER)
1377,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,14 JUL 2018,4:02.23,Kortrijk (BEL)
1378,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,29 MAY 2019,3:54.50,Osterode (GER)
1379,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,12 SEP 2021,3:57.30,"Sportanlage Burgfeld, Friedberg (GER)"
1380,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,1500 Metres,11 JUN 2022,3:52.00,"Stadion Hacheney, Dortmund (GER)"
1381,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,22 JUL 2012,8:34.75,Mönchengladbach (GER)
1382,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,28 MAR 2015,8:38.41,"Fayetteville, AR (USA)"
1383,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,01 AUG 2018,8:51.92,Pfungstadt (GER)
1384,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,17 AUG 2019,8:13.04,Kessel-Lo (BEL)
1385,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,26 AUG 2020,8:28.41,"Helmut-Schön-Sportpark, Wiesbaden (GER)"
1386,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,07 AUG 2021,8:20.56,"Atletiek Arena Gaston Roelants Kessel-lo, Leuven (BEL)"
1387,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres,23 APR 2022,8:11.92,"Sportanlage am Oberen Wöhrd, Regensburg (GER)"
1388,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,20 JUL 2012,15:21.87,Mönchengladbach (GER)
1389,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,15 MAY 2013,14:55.47,Koblenz (GER)
1390,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,02 MAY 2015,15:24.30,"Lawrence, KS (USA)"
1391,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,06 SEP 2017,15:08.32,Pfungstadt (GER)
1392,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,20 JUL 2019,13:51.16,Heusden-Zolder (BEL)
1393,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,22 AUG 2021,14:18.03,"Stade Jean Jacoby, Schifflange (LUX)"
1394,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,5000 Metres,21 MAY 2022,14:03.93,Karlsruhe (GER)
1395,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",05 MAY 2012,31:17.68,Marburg (GER)
1396,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",04 MAY 2013,31:01.10,Bremen (GER)
1397,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",10 APR 2015,31:02.76,"Wichita, KS (USA)"
1398,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",08 JUN 2019,29:25.23,Essen (GER)
1399,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",11 JUL 2020,29:13.53,"Sportanlage am Oberen Wöhrd, Regensburg (GER)"
1400,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",29 AUG 2021,29:06.56,"Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA)"
1401,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,"10,000 Metres",07 MAY 2022,29:32.83,"Schönbuchstadion, Pliezhausen (GER)"
1402,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,10 Kilometres,19 SEP 2021,29:53,Ottendorf (GER)
1403,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,Half Marathon,23 APR 2016,1:06:22,Bad Liebenzell (GER)
1404,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,Half Marathon,17 OCT 2021,1:06:31,Hamburg (GER)
1405,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,2000 Metres Steeplechase,06 AUG 2011,6:10.14,Jena (GER)
1406,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,02 JUN 2012,9:42.68,Regensburg (GER)
1407,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,25 MAY 2013,9:34.65,Darmstadt (GER)
1408,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,800 Metres,05 JAN 2013,2:02.09,Stadtallendorf (GER)
1409,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,800 Metres,13 JAN 2019,1:57.90,Frankfurt (GER)
1410,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,14 JAN 2012,4:03.13,Hanau (GER)
1411,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,03 FEB 2013,3:58.00,Frankfurt-Kalbach (GER)
1412,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,03 FEB 2016,3:58.31,Frankfurt-Kalbach (GER)
1413,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,01 FEB 2017,3:55.42,Frankfurt-Kalbach (GER)
1414,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,20 JAN 2018,3:58.46,Frankfurt (GER)
1415,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,06 FEB 2019,3:56.91,Frankfurt (GER)
1416,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,12 FEB 2020,3:54.64,"Sportzentrum Kalbach, Frankfurt (GER)"
1417,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,1500 Metres,30 JAN 2022,3:51.45,"Helmut-Körnig-Halle, Dortmund (GER)"
1418,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,20 FEB 2011,9:02.01,Leverkusen (GER)
1419,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,19 FEB 2012,8:47.84,Sindelfingen (GER)
1420,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,31 JAN 2015,8:30.69,"Cedar Falls, IA (USA)"
1421,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,03 FEB 2016,8:18.91,Frankfurt-Kalbach (GER)
1422,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,01 FEB 2017,8:22.39,Frankfurt-Kalbach (GER)
1423,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,07 FEB 2018,8:22.39,Frankfurt (GER)
1424,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,02 FEB 2019,8:17.13,Frankfurt (GER)
1425,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,22 FEB 2020,8:17.72,"Quarterback Immobilien Arena, Leipzig (GER)"
1426,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,3000 Metres,26 FEB 2022,8:11.41,"Quarterback Immobilien Arena, Leipzig (GER)"
1427,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,Two Miles,12 FEB 2022,8:47.28,"Helmut-Körnig-Halle, Dortmund (GER)"
1428,Kilian SCHREINER,10 JUN 1993,GER,959,1500m [1500m ind.],Indoor,5000 Metres,23 JAN 2015,15:03.07,"Lincoln, NE (USA)"
1429,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,800 Metres,14 JAN 2017,1:57.95,Hastings (NZL)
1430,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,800 Metres,27 JAN 2018,1:58.56,Canberra (AUS)
1431,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,800 Metres,24 FEB 2019,2:01.74,Sydney (AUS)
1432,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,800 Metres,17 APR 2021,1:53.42,"Sentara Park, Harrisonburg, VA (USA)"
1433,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,800 Metres,18 MAR 2022,1:53.58,"Richmond, VA (USA)"
1434,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,1500 Metres,22 OCT 2016,3:59.58,Sydney (AUS)
1435,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,1500 Metres,27 MAR 2017,3:55.87,Sydney (AUS)
1436,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,1500 Metres,29 NOV 2018,3:55.95,Sydney (AUS)
1437,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,1500 Metres,09 MAR 2019,3:55.87,Sydney (AUS)
1438,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,1500 Metres,25 MAR 2021,3:49.39,"Paul Derr TF Facility, Raleigh, NC (USA)"
1439,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,1500 Metres,24 MAR 2022,3:48.04,"Paul Derr TF Facility, Raleigh, NC (USA)"
1440,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,One Mile,22 DEC 2018,4:17.36,Sydney (AUS)
1441,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,3000 Metres,12 NOV 2016,8:30.58,Sydney (AUS)
1442,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,3000 Metres,14 DEC 2017,8:32.95,Melbourne (AUS)
1443,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,3000 Metres,10 NOV 2018,8:33.18,Sydney (AUS)
1444,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,3000 Metres,21 NOV 2020,8:35.02,"Olympic Park Warm Up Arena, Sydney (AUS)"
1445,James SEAL,2000,AUS,959,1500m [Mile ind.],Outdoor,5000 Metres,02 APR 2021,14:38.93,"Zable Stadium - College of William & Mary, Williamsburg, VA (USA)"
1446,James SEAL,2000,AUS,959,1500m [Mile ind.],Indoor,One Mile,12 FEB 2022,4:16.76,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1447,James SEAL,2000,AUS,959,1500m [Mile ind.],Indoor,3000 Metres,01 FEB 2020,8:20.71,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1448,James SEAL,2000,AUS,959,1500m [Mile ind.],Indoor,3000 Metres,23 JAN 2021,8:29.57,"Corps Physical Training Facility, Lexington, VA (USA)"
1449,James SEAL,2000,AUS,959,1500m [Mile ind.],Indoor,3000 Metres,22 JAN 2022,8:19.32,"Navy-Wesley A. Brown FH, Annapolis, MD (USA)"
1450,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,400 Metres,25 APR 2015,50.66,"Troy, NY (USA)"
1451,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,22 APR 2011,1:58.16,"Mahwah, NJ (USA)"
1452,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,07 APR 2012,1:55.73,"Mahwah, NJ (USA)"
1453,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,27 APR 2013,1:57.42,"Troy, OH (USA)"
1454,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,17 MAY 2014,1:50.53,"Princeton, NJ (USA)"
1455,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,17 APR 2015,1:52.10,"Princeton, NJ (USA)"
1456,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,05 JUN 2021,1:52.88,"Montgomery Bell Academy, Nashville, TN (USA)"
1457,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,800 Metres,19 MAR 2022,1:52.68,"Irwin Belk TF Center, Charlotte, NC (USA)"
1458,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,1500 Metres,04 MAY 2013,3:59.15,"Binghamton, NY (USA)"
1459,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,1500 Metres,19 APR 2014,3:56.5h,"Albany, NY (USA)"
1460,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,1500 Metres,13 JUN 2015,3:50.86,"Waltham, MA (USA)"
1461,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,1500 Metres,15 AUG 2020,3:56.00,"Lipscomb Academy, Nashville, TN (USA)"
1462,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,1500 Metres,06 JUN 2021,3:51.37,"Montgomery Bell Academy, Nashville, TN (USA)"
1463,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,1500 Metres,18 MAR 2022,3:50.64,"Irwin Belk TF Center, Charlotte, NC (USA)"
1464,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,One Mile,27 MAY 2014,4:13.71,"Warwick, NY (USA)"
1465,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,5000 Metres,19 APR 2019,15:09.68,"Durham, NC (USA)"
1466,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,5000 Metres,08 APR 2022,14:36.16,"Morris Williams T&F Stadium, Durham, NC (USA)"
1467,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,4x800 Metres Relay,05 MAY 2013,7:32.52,"Binghamton, NY (USA)"
1468,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Outdoor,4x800 Metres Relay,26 APR 2014,7:31.55,"Philadelphia, PA (USA)"
1469,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,600 Metres,19 FEB 2015,1:21.69,"New York, NY (USA)"
1470,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,800 Metres,17 FEB 2012,1:57.46,"Rochester, NY (USA)"
1471,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,800 Metres,12 JAN 2013,1:58.92,"University Park, PA (USA)"
1472,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,800 Metres,25 JAN 2014,1:56.57,"Ithaca, NY (USA)"
1473,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,800 Metres,01 MAR 2015,1:51.31,"Boston, MA (USA)"
1474,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,800 Metres,02 FEB 2020,1:56.71,"JDL Fast Track, Winston Salem, NC (USA)"
1475,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,1000 Metres,06 JAN 2012,2:32.95,"New York, NY (USA)"
1476,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,1000 Metres,18 JAN 2013,2:33.66,"New York, NY (USA)"
1477,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,1000 Metres,07 FEB 2014,2:28.15,"New York, NY (USA)"
1478,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,1000 Metres,31 JAN 2015,2:25.45,"Boston, MA (USA)"
1479,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,10 DEC 2011,4:27.65,"Canton, NY (USA)"
1480,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,26 JAN 2013,4:19.39,"Boston, MA (USA)"
1481,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,01 FEB 2014,4:15.63,"New York, NY (USA)"
1482,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,17 JAN 2015,4:19.39,"University Park, PA (USA)"
1483,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,27 FEB 2016,4:11.81,NY (USA)
1484,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,07 FEB 2020,4:14.48,"JDL Fast Track, Winston Salem, NC (USA)"
1485,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,20 FEB 2021,4:11.18,"JDL Fast Track, Winston Salem, NC (USA)"
1486,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,One Mile,15 JAN 2022,4:13.00,"South Carolina Indoor T&F Complex, Columbia, SC (USA)"
1487,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,3000 Metres,06 DEC 2014,8:44.36,"Ithaca, NY (USA)"
1488,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,3000 Metres,30 JAN 2016,8:49.16,"Boston, MA (USA)"
1489,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,3000 Metres,16 FEB 2019,8:38.02,"Winston Salem, NC (USA)"
1490,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,3000 Metres,22 FEB 2020,8:25.33,"JDL Fast Track, Winston Salem, NC (USA)"
1491,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,3000 Metres,03 OCT 2020,8:29.67,"JDL Fast Track, Winston Salem, NC (USA)"
1492,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,3000 Metres,05 FEB 2022,8:24.38,"JDL Fast Track, Winston Salem, NC (USA)"
1493,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,4x800 Metres Relay,02 FEB 2013,7:38.61,"New York, NY (USA)"
1494,Dylan LOWRY,04 FEB 1992,USA,959,1500m [Mile ind.],Indoor,4x800 Metres Relay,09 MAR 2014,7:26.02,"Boston, MA (USA)"
1495,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,300 Metres,11 JUN 2016,41.20,Zalaegerszeg (HUN)
1496,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,800 Metres,10 JUL 2016,2:14.15,Debrecen (HUN)
1497,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,800 Metres,18 AUG 2021,1:59.46,"Egyetemi Stadion, Veszprém (HUN)"
1498,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,1500 Metres,30 MAY 2016,4:41.06,Székesfehérvár (HUN)
1499,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,1500 Metres,19 JUN 2021,3:58.00,"Bregyó Athletic Center, Székesfehérvár (HUN)"
1500,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,1500 Metres,24 JUN 2022,3:49.90,"Lantos Mihály Sportközpont, Budapest (HUN)"
1501,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,3000 Metres,28 JUL 2021,8:33.14,"Egyetemi Stadion, Veszprém (HUN)"
1502,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,3000 Metres,18 JUN 2022,8:17.90,"Bregyó Athletic Center, Székesfehérvár (HUN)"
1503,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,5000 Metres,05 SEP 2021,14:44.06,"Lantos Mihály Sportközpont, Budapest (HUN)"
